account_id,line_type,amount,fee,valuation,cash_flow,month_start_mv,month_end_mv
S002996,TRADE,53.79,0.0,131.79,-77.99,8223.11,8292.85
S002647,ADJUSTMENT,376.53,-0.23,157.04,219.72,13576.7,13948.4
S003086,FEE,-1115.5,-41.76,-247.97,-825.77,34808.57,33741.13
S002072,TRADE,83.52,0.0,87.02,-3.5,3024.24,3111.98
S002198,TRADE,729.75,0.0,422.41,307.34,30034.98,30792.65
S002133,TRADE,-107.3,0.0,40.73,-148.03,13704.44,13564.35
S002175,DIVIDEND,-40.66,0.0,-23.09,-17.57,6227.35,6177.95
S002043,DIVIDEND,-2197.58,0.0,-1621.83,-575.75,102560.69,100217.0
S002017,DIVIDEND,4.66,0.0,424.34,-419.68,26151.57,26149.1
S002108,ADJUSTMENT,-1651.57,-35.48,-644.08,-972.02,36981.14,35286.6
S002678,TRADE,297.41,0.0,107.33,190.08,8213.52,8500.44
S002184,TRADE,553.24,0.0,381.63,171.61,13361.99,13917.88
S002641,TRADE,-7.97,0.0,356.28,-364.26,18352.84,18370.21
S002730,FEE,-1226.82,-18.9,3.93,-1211.86,28564.38,27337.74
S002415,TRADE,-1790.68,0.0,-1570.4,-220.29,29502.26,27690.0
S002308,FEE,65.66,-1.98,54.64,13.0,3007.76,3074.35
S002436,TRADE,-222.74,0.0,456.99,-679.73,96514.9,96208.72
S002629,FEE,8.91,-10.52,160.54,-141.11,14849.16,14868.92
S002135,DIVIDEND,-16.1,0.0,-0.75,-15.35,4091.62,4079.35
S002743,TRADE,244.12,0.0,238.86,5.27,44290.96,44527.7
S002646,INTEREST,-11.04,0.0,92.97,-104.01,4490.3,4473.22
S003194,TRADE,1777.61,0.0,1251.8,525.81,30737.17,32489.45
S002914,INTEREST,842.14,0.0,371.54,470.6,37744.04,38556.53
S002972,TRADE,26.24,0.0,300.8,-274.56,10442.57,10481.76
S002693,TRADE,106.01,0.0,158.6,-52.59,5190.9,5289.42
S002358,TRADE,-31.5,0.0,-14.25,-17.26,19133.01,19085.73
S002593,TRADE,-4289.97,0.0,-3608.49,-681.48,153145.45,149162.57
S002621,FEE,-24.61,-296.8575,118.85,-141.01,5937.15,5909.55
S002207,FEE,-8.74,-15.74,267.72,-260.71,17541.87,17539.79
S003150,TRADE,-960.63,0.0,-741.43,-219.2,30493.83,29505.0
S002327,INTEREST,-70.27,0.0,-172.13,101.86,13316.15,13263.79
S002311,TRADE,99.34,0.0,215.37,-116.03,11551.49,11645.0
S002334,TRADE,236.77,0.0,272.41,-35.64,88551.5,88762.66
S002850,DIVIDEND,764.06,0.0,567.61,196.46,10085.91,10839.82
S002242,TRADE,-296.9,0.0,391.41,-688.31,15044.06,14762.78
S003090,TRADE,316.53,0.0,250.35,66.18,12449.93,12780.51
S002839,FEE,-550.38,-2.76,-408.53,-139.09,12551.4,12012.53
S002324,TRADE,-209.06,0.0,8.17,-217.23,5733.21,5514.64
S003150,INTEREST,201.96,0.0,56.58,145.39,4905.99,5106.25
S003131,DIVIDEND,60.13,0.0,230.16,-170.03,11605.12,11654.92
S002961,INTEREST,-224.05,0.0,-185.09,-38.96,11811.96,11592.58
S002575,DIVIDEND,-104.73,0.0,10.82,-115.55,6912.78,6809.7
S002510,FEE,271.42,-19.57,225.47,65.51,15246.16,15533.56
S002232,FEE,222.9,-11.48,-39.97,274.35,17592.04,17835.91
S002300,TRADE,136.5,0.0,34.1,102.4,9221.08,9350.09
S002911,TRADE,-814.55,0.0,-255.36,-559.19,26254.11,25433.68
S002198,TRADE,71.41,0.0,64.11,7.3,4173.16,4241.85
S002080,TRADE,-103.25,0.0,-155.92,52.67,7160.86,7059.06
S002277,TRADE,250.6,0.0,3.76,246.84,11378.31,11621.57
S002780,TRADE,14.03,0.0,-48.49,62.52,13563.19,13582.61
S002968,TRADE,172.61,0.0,121.59,51.02,5977.67,6150.28
S002776,FEE,-589.56,-0.42,110.49,-699.64,15862.45,15268.7
S002976,DIVIDEND,376.34,0.0,660.29,-283.95,29795.57,30152.99
S002349,TRADE,-89.35,0.0,-196.68,107.33,14443.56,14366.38
S002040,INTEREST,23.41,0.0,89.15,-65.74,7657.22,7695.91
S002742,TRADE,52.62,0.0,-237.21,289.82,16368.59,16400.54
S002903,DIVIDEND,335.56,0.0,129.29,206.27,7915.63,8252.57
S003197,FEE,-31.06,-16.19,1349.78,-1364.66,38641.56,38573.47
S003171,DIVIDEND,-0.21,0.0,47.42,-47.63,5696.18,5690.62
S002372,INTEREST,-78.22,0.0,-16.37,-61.85,2678.82,2604.81
S002916,TRADE,-135.79,0.0,-202.02,66.23,10906.45,10784.53
S002040,FEE,-27.11,-6.92,-64.98,44.79,4932.18,4901.6
S003007,TRADE,16.31,0.0,-10.52,26.84,7434.15,7448.27
S003160,TRADE,-117.67,0.0,-49.09,-68.58,4035.35,3917.21
S002704,TRADE,5.93,0.0,-262.6,268.53,16127.5,16118.82
S002695,TRADE,-172.41,0.0,-126.62,-45.79,9237.45,9061.9
S002174,DIVIDEND,952.42,0.0,909.45,42.97,26348.38,27303.39
S002757,INTEREST,-334.99,0.0,268.2,-603.2,14614.11,14294.59
S002141,DIVIDEND,-925.89,0.0,178.28,-1104.17,32283.09,31374.16
S002362,TRADE,11.39,0.0,-15.06,26.45,1881.34,1896.54
S002276,DIVIDEND,143.2,0.0,27.09,116.11,5826.54,5968.21
S002614,TRADE,99.1,0.0,-1.33,100.43,8204.37,8302.04
S002806,INTEREST,81.47,0.0,-53.17,134.64,10485.3,10558.9
S002306,DIVIDEND,-64.82,0.0,55.98,-120.8,10602.21,10529.78
S002227,TRADE,492.24,0.0,146.0,346.24,18127.56,18607.95
S002403,TRADE,15.38,0.0,-105.44,120.82,18836.42,18817.76
S002656,TRADE,334.96,0.0,439.19,-104.23,11266.7,11579.39
S002598,INTEREST,-13.12,0.0,117.84,-130.96,23758.29,23738.56
S002170,INTEREST,-175.86,0.0,-12.45,-163.42,4003.96,3828.24
S002726,DIVIDEND,-208.3,0.0,-116.16,-92.14,6409.87,6197.56
S003013,INTEREST,-147.98,0.0,-51.29,-96.7,3972.11,3825.66
S002032,INTEREST,381.71,0.0,201.99,179.72,17949.97,18316.91
S002855,TRADE,-520.5,0.0,-336.23,-184.27,19371.86,18877.67
S002346,TRADE,-1093.55,0.0,-860.3,-233.25,24740.04,23677.83
S002747,ADJUSTMENT,17.25,-6.58,-58.17,82.0,18042.47,-18046.18
S002517,INTEREST,-196.13,0.0,-251.07,54.94,13462.39,13258.08
S002393,INTEREST,1160.41,0.0,691.16,469.25,82818.66,84011.12
S003051,TRADE,-144.44,0.0,-35.17,-109.27,6106.12,5957.37
S002573,FEE,-718.07,-7.78,-190.48,-519.81,20601.32,19804.62
S003065,DIVIDEND,-195.63,0.0,-93.84,-101.78,9695.56,9492.26
S002048,FEE,103.33,-0.95,182.08,-77.79,15846.84,15939.28
S003002,TRADE,-799.45,0.0,-584.34,-215.12,14909.02,14093.24
S002652,TRADE,-18.55,0.0,414.0,-432.54,15636.95,15601.97
S002341,INTEREST,445.87,0.0,466.4,-20.53,23791.74,24171.26
S002106,TRADE,311.8,0.0,120.54,191.26,16599.59,16902.49
S002489,DIVIDEND,-76.71,0.0,62.16,-138.86,15432.67,15364.31
S002627,DIVIDEND,-107.09,0.0,42.65,-149.74,25773.04,25683.87
S002538,FEE,-444.24,-3.41,-111.21,-329.62,11593.7,11154.57
S002919,TRADE,983.73,0.0,791.21,192.52,22329.49,23323.04
S002886,TRADE,-633.15,0.0,160.92,-794.07,34408.57,33747.3
S002691,DIVIDEND,195.76,0.0,145.22,50.54,11716.33,11912.5
S002082,INTEREST,48.35,0.0,1968.098,-59.6,0.0,4840.49
S002558,INTEREST,-97.08,0.0,44.13,-141.21,12848.34,12769.96
S002938,TRADE,-807.49,0.0,-668.26,-139.23,14807.02,13994.72
S002164,ADJUSTMENT,-220.71,-7.85,53.43,-266.3,16396.38,16175.32
S002681,TRADE,971.9,0.0,974.63,-2.73,21975.24,22932.28
S003129,INTEREST,341.78,0.0,382.32,-40.54,12803.28,13143.65
S002064,TRADE,124.81,0.0,82.29,42.51,13318.04,13454.32
S002267,TRADE,-649.18,0.0,-476.78,-172.4,26275.12,25665.92
S002021,TRADE,-55.47,0.0,204.03,-259.49,25176.63,25099.25
S003174,DIVIDEND,186.75,0.0,119.91,66.84,18748.68,18966.45
S002039,FEE,548.1,-23.98,443.48,128.6,20535.32,21077.22
S002619,INTEREST,2.8,0.0,-25.55,28.34,10858.97,10849.56
S002779,TRADE,-234.48,0.0,-110.71,-123.77,15668.82,15415.87
S002408,DIVIDEND,865.39,0.0,325.45,539.94,19915.85,20755.05
S002962,TRADE,255.21,0.0,-256.66,511.88,24272.08,24499.12
S002778,FEE,94.48,-8.6,31.79,71.28,21019.29,21122.34
S002795,DIVIDEND,-136.91,0.0,-30.64,-106.27,17861.07,17740.53
S002073,TRADE,-669.37,0.0,-312.94,-356.43,21114.09,20438.48
S002553,DIVIDEND,338.01,0.0,11.46,326.56,6377.46,6704.52
S002768,FEE,41.67,-11.27,-309.54,362.49,10474.28,10513.03
S002687,TRADE,67.56,0.0,-287.82,355.38,15617.44,15716.69
S002751,TRADE,-140.07,0.0,-249.23,109.16,20455.16,20333.01
S003049,FEE,-18.66,-8.05,-8.01,-2.6,12623.27,12615.41
S002869,TRADE,-27.66,0.0,-641.04,613.37,29695.7,29709.4
S002833,TRADE,45.15,0.0,-74.45,119.59,11399.65,11457.89
S002700,TRADE,56.91,0.0,91.5,-34.59,8180.16,8236.13
S002271,TRADE,204.15,0.0,182.8,21.35,18683.88,18895.79
S002709,DIVIDEND,-165.97,0.0,-178.29,12.32,18171.54,17999.1
S002535,TRADE,304.31,0.0,346.84,-42.53,17925.69,18228.29
S003131,FEE,195.95,-3.08,23.5,175.53,7339.59,7542.47
S002395,INTEREST,66.98,0.0,190.78,-123.8,10730.5,10804.2
S003001,DIVIDEND,0.96,0.0,-75.8,76.75,6135.06,6141.35
S002576,TRADE,-227.19,0.0,-77.73,-149.47,10996.67,10752.86
S002546,TRADE,-70.03,0.0,25.3,-95.33,9873.33,9809.94
S002170,TRADE,-291.97,0.0,2.23,-294.2,19916.36,19656.63
S002921,TRADE,264.72,0.0,25.49,239.23,17508.62,17780.37
S002173,TRADE,-419.91,0.0,-231.85,-188.05,18476.06,18042.5
S002652,TRADE,-89.77,0.0,31.47,-121.24,10159.65,10068.94
S003042,TRADE,-3.68,0.0,21.61,-25.28,2225.37,2221.49
S002232,TRADE,212.53,0.0,-39.31,251.84,11783.99,12009.61
S002047,TRADE,-941.29,0.0,-564.08,-377.21,26475.4,25509.61
S002263,TRADE,-243.64,0.0,-33.89,-209.75,5835.6,5587.25
S002219,TRADE,-223.59,0.0,-110.21,-113.38,7354.58,7132.93
S002497,TRADE,1555.22,0.0,534.61,1020.61,38194.39,39724.01
S002152,TRADE,-609.21,0.0,-342.05,-267.16,15064.83,14470.0
S002362,DIVIDEND,510.49,0.0,-56.82,567.31,12709.19,13221.57
S002764,TRADE,382.86,0.0,200.69,182.17,23668.05,24066.57
S002133,TRADE,1583.87,0.0,604.98,978.89,20885.03,22425.0
S002315,ADJUSTMENT,1229.39,-39.69,1092.09,177.0,34549.26,35810.35
S003171,DIVIDEND,477.22,0.0,190.39,286.83,24781.16,25231.82
S002485,DIVIDEND,-369.87,0.0,36.58,-406.44,11775.46,11407.6
S002178,TRADE,661.53,0.0,515.99,145.54,10367.85,11029.13
S002154,DIVIDEND,509.4,0.0,285.2,224.2,23522.1,24033.06
S002019,TRADE,667.96,0.0,144.47,523.49,23751.2,24407.75
S002027,TRADE,858.09,0.0,816.51,41.58,27260.91,28166.13
S002698,DIVIDEND,137.82,0.0,76.12,61.7,2216.69,2352.47
S002144,INTEREST,446.01,-454.754,462.82,-16.81,9095.08,9553.32
S002319,TRADE,649.17,0.0,778.36,-129.18,23184.38,23831.46
S003193,DIVIDEND,413.72,0.0,317.95,95.77,17251.22,17655.89
S002943,INTEREST,2399.98,0.0,552.3,1847.69,41768.2,44088.49
S002677,TRADE,124.31,0.0,-163.55,287.86,15345.73,15463.25
S002216,DIVIDEND,250.69,0.0,88.09,162.6,5824.64,6070.73
S002249,TRADE,351.36,0.0,109.34,242.01,17943.78,18256.74
S002115,TRADE,-417.17,0.0,-241.12,-176.04,11889.52,11469.77
S002284,FEE,425.79,-26.19,883.58,-431.59,26895.22,27306.69
S002408,TRADE,913.46,0.0,549.82,363.64,12863.41,-13795.46
S002166,FEE,-178.17,-16.05,-201.83,39.7,10165.61,9993.5
S002380,ADJUSTMENT,217.37,-1.34,593.45,-374.74,18494.45,18718.21
S002187,INTEREST,-14.15,0.0,-107.83,93.68,18271.48,18256.27
S002187,TRADE,439.53,0.0,242.2,197.33,13669.5,14110.93
S002007,TRADE,689.39,0.0,619.32,70.07,15465.69,16142.24
S002886,TRADE,665.7,0.0,483.48,182.22,15140.84,15812.06
S002477,TRADE,-138.19,0.0,52.74,-190.93,4828.18,4695.94
S002430,TRADE,294.69,0.0,370.25,-75.55,13235.06,13532.66
S002102,INTEREST,247.25,0.0,175.28,71.97,6084.2,6327.46
S002162,DIVIDEND,348.49,0.0,39.37,309.12,19006.72,19370.53
S002792,DIVIDEND,3838.64,0.0,3731.57,107.07,63646.28,67426.03
S002656,TRADE,12.39,0.0,121.88,-109.49,10655.54,10662.43
S003084,DIVIDEND,134.65,0.0,423.68,-289.02,15595.51,15742.6
S002394,INTEREST,-106.53,0.0,36.24,-142.77,8189.62,8090.5
S002974,TRADE,-273.5,0.0,536.66,-810.15,44557.56,44307.14
S002404,TRADE,941.29,0.0,208.31,732.98,26383.82,27338.3
S003014,DIVIDEND,-4.12,0.0,140.43,-144.54,4938.73,4934.84
S002381,DIVIDEND,-350.47,0.0,-47.0,-303.47,9006.28,8652.25
S002960,TRADE,1236.24,0.0,856.91,379.33,27685.79,28898.78
S002589,TRADE,-166.09,0.0,-33.94,-132.16,9686.01,9517.01
S002125,DIVIDEND,-125.49,0.0,17.4,-142.88,6429.77,6308.49
S002906,FEE,-654.26,-7.02,-153.09,-494.15,27251.43,26592.19
S002378,TRADE,249.39,0.0,101.57,147.81,7663.57,7912.87
S003039,TRADE,4696.78,0.0,1053.56,3643.22,75814.7,80513.41
S002012,FEE,-262.37,-3.42,6.04,-264.99,20549.53,20303.53
S002162,TRADE,-72.99,0.0,-373.73,300.74,21647.48,21564.59
S002360,TRADE,-225.06,0.0,-339.3,114.24,11994.8,11742.66
S002404,ADJUSTMENT,660.2,-3.95,968.52,-304.37,31714.35,32430.99
S002539,TRADE,-376.81,0.0,-329.87,-46.93,14501.41,14127.91
S002294,DIVIDEND,127.38,0.0,239.31,-111.93,16484.99,16638.27
S003110,INTEREST,-657.43,0.0,4491.7880000000005,-254.22,0.0,17458.94
S003178,DIVIDEND,77.1,0.0,-16.47,93.57,6116.38,6187.46
S002387,TRADE,279.62,0.0,-3.86,283.48,11222.3,11520.94
S002253,TRADE,1106.05,0.0,972.97,133.08,22715.17,23825.12
S002155,INTEREST,21.23,0.0,39.35,-18.12,4238.32,4260.55
S002385,FEE,17.03,-0.65,-24.53,42.21,11570.31,11592.33
S002383,TRADE,-138.67,0.0,-104.18,-34.49,9230.11,9105.55
S002658,TRADE,54.61,0.0,47.05,7.56,4171.02,4224.38
S002466,TRADE,-71.31,0.0,-37.0,-34.31,4631.4,4556.14
S002332,TRADE,-176.87,0.0,490.75,-667.61,14442.94,14274.71
S002808,TRADE,-77.81,0.0,-5.48,-72.34,7235.41,7163.43
S002607,TRADE,1824.86,0.0,548.54,1276.33,35172.2,36999.71
S002844,TRADE,50.54,0.0,-0.7,51.24,11499.03,11560.73
S003037,FEE,1223.4,-45.72,1033.89,235.23,62964.51,64190.95
S002584,TRADE,-79.71,0.0,-100.05,20.34,21476.16,21380.56
S002446,TRADE,798.35,0.0,895.19,-96.84,15802.86,16607.34
S002873,DIVIDEND,419.32,0.0,103.99,315.33,7158.58,7569.49
S002513,FEE,4.12,-7.37,46.83,-35.35,8520.97,8523.05
S002706,DIVIDEND,-143.12,0.0,20.41,-163.53,12857.02,12717.71
S002493,TRADE,582.04,0.0,513.18,68.86,25699.9,26301.42
S003086,ADJUSTMENT,550.18,-23.54,581.14,-7.42,44522.61,44987.04
S002014,TRADE,11.0,0.0,122.9,-111.91,11885.55,11884.03
S002515,TRADE,-75.68,0.0,-115.43,39.75,10053.84,9987.59
S002576,DIVIDEND,-371.37,0.0,-123.97,-247.41,23854.93,23504.53
S002330,FEE,-418.17,-8.46,-276.27,-133.44,21565.33,21169.72
S002132,ADJUSTMENT,-465.24,-28.19,-425.28,-11.77,30086.59,29634.6
S002126,TRADE,71.82,0.0,40.64,31.19,4553.09,4623.11
S002128,TRADE,45.67,0.0,232.79,-187.13,9788.15,9844.2
S003011,TRADE,-1826.35,0.0,-1542.22,-284.13,26686.3,24853.5
S002704,DIVIDEND,-164.14,0.0,-83.29,-80.85,2717.66,2554.65
S002123,FEE,1148.37,-38.52,484.05,702.84,26883.8,28050.52
S002880,ADJUSTMENT,58.16,-9.36,686.59,-619.07,20998.99,21045.6
S002163,DIVIDEND,-22.54,0.0,-130.1,107.56,10239.43,10225.46
S002913,INTEREST,443.65,0.0,452.78,-9.14,15699.46,16156.18
S002024,TRADE,497.61,0.0,216.31,281.3,8328.43,8820.81
S002180,TRADE,-416.34,0.0,-210.56,-205.78,9445.06,9035.59
S002652,DIVIDEND,-192.8,0.0,-36.26,-156.54,4853.65,4655.8
S002740,TRADE,-327.47,0.0,-296.23,-31.24,11425.56,11093.46
S002134,ADJUSTMENT,73.74,-3.31,-260.69,337.73,7293.09,7373.46
S003165,TRADE,40.61,0.0,-155.45,196.06,10070.76,10114.33
S002537,TRADE,334.29,0.0,242.15,92.14,21131.24,21445.47
S002653,DIVIDEND,-209.7,0.0,-274.39,64.69,23027.05,22818.01
S002923,FEE,614.4,-8.05,429.31,193.14,10056.01,10675.35
S002733,TRADE,-168.1,0.0,-3.27,-164.84,6575.38,6404.36
S002983,TRADE,-41.13,0.0,508.0,-549.13,12813.39,12771.15
S002758,TRADE,1205.46,0.0,1063.08,142.39,22007.27,23173.29
S003023,DIVIDEND,-101.71,0.0,-99.27,-2.44,5543.0,5446.58
S002614,FEE,1310.84,-19.51,793.91,536.44,32257.64,33560.88
S003001,TRADE,-23.43,0.0,316.32,-339.75,14660.3,14637.45
S002641,INTEREST,-450.19,0.0,-618.06,167.88,28979.2,28510.34
S003118,ADJUSTMENT,294.87,-3.02,-25.33,323.22,14973.22,15269.51
S002389,FEE,-11.1,-0.54,94.56,-105.12,6358.35,6356.24
S002467,ADJUSTMENT,56.95,-12.07,293.75,-224.72,11961.15,11992.8
S002349,FEE,274.56,-6.36,-266.15,547.07,9102.22,9382.74
S002087,FEE,-85.27,-4.53,-46.91,-33.83,3680.93,3601.37
S002722,TRADE,589.25,0.0,376.56,212.69,24490.22,25109.32
S002839,INTEREST,-155.03,0.0,-107.4,-47.64,24959.32,24803.31
S002952,INTEREST,378.36,0.0,265.97,112.39,9444.05,9812.19
S002945,DIVIDEND,12.81,0.0,-241.96,254.77,12838.95,12863.32
S002664,FEE,-537.51,-0.11,390.34,-927.75,21247.38,20710.43
S002825,TRADE,-154.03,0.0,-98.8,-55.23,3286.5,3136.43
S002949,TRADE,6.45,0.0,451.06,-444.61,15004.02,15016.04
S002951,TRADE,590.91,0.0,814.35,-223.44,24230.3,24826.28
S002926,DIVIDEND,-95.58,0.0,25.11,-120.68,3098.84,2999.58
S002312,TRADE,272.6,0.0,-108.2,380.8,10042.98,10316.99
S002290,TRADE,-39.47,0.0,55.89,-95.36,5285.79,5239.21
S002789,FEE,277.08,-6.83,325.73,-41.82,15709.87,15999.91
S002859,TRADE,-7.47,0.0,420.51,-427.98,15486.88,15491.94
S002050,DIVIDEND,-52.06,0.0,-363.79,311.72,10774.95,10741.85
S002285,INTEREST,8.2,0.0,138.64,-130.45,9129.09,9144.6
S002648,INTEREST,198.85,0.0,443.11,-244.26,13022.88,13226.07
S002781,TRADE,-170.3,0.0,-192.04,21.74,4434.37,4257.95
S002305,TRADE,-385.88,0.0,199.01,-584.9,17470.04,17063.45
S002818,DIVIDEND,284.26,0.0,189.58,94.68,6499.02,6784.06
S002748,INTEREST,27.53,0.0,-0.68,28.2,12329.55,12379.13
S002028,TRADE,145.83,0.0,189.23,-43.41,7810.23,7967.28
S002889,TRADE,19.2,0.0,3.04,16.16,6294.06,6312.67
S002353,DIVIDEND,796.9,0.0,1223.1,-426.2,25131.16,25891.05
S002309,TRADE,49.25,0.0,30.55,18.7,5912.63,5963.32
S002376,FEE,-20.54,-19.18,275.52,-276.88,15429.36,15400.41
S002444,TRADE,-491.97,0.0,-239.29,-252.68,13205.79,12736.52
S002194,TRADE,665.38,0.0,343.63,321.75,14765.8,15441.61
S002033,TRADE,-11.86,0.0,-70.43,58.57,2317.44,2305.62
S002801,INTEREST,19.77,0.0,-5.97,25.73,2729.75,2752.71
S002967,ADJUSTMENT,260.8,-13.03,218.18,55.65,16252.77,16507.99
S002306,TRADE,2516.29,0.0,883.95,1632.34,21705.72,24225.26
S002554,TRADE,-1038.64,0.0,-424.28,-614.36,55430.02,54493.76
S002690,TRADE,772.24,0.0,588.63,183.61,15453.65,16205.76
S002405,FEE,-259.88,-12.41,78.17,-325.64,17156.99,16886.8
S002044,TRADE,18.42,0.0,-36.2,54.62,8703.78,8727.9
S003018,FEE,240.77,-1.92,225.3,17.4,10115.8,10368.03
S002803,TRADE,-31.05,0.0,810.3,-841.35,26706.18,26684.22
S002324,TRADE,-340.75,0.0,-299.27,-41.48,30836.6,30434.1
S002621,TRADE,142.26,0.0,6.89,135.37,11039.3,11168.92
S003125,DIVIDEND,376.45,0.0,-112.15,488.61,14184.32,14570.88
S002568,INTEREST,730.59,0.0,1196.45,-465.87,47105.91,47869.06
S002466,DIVIDEND,-25.19,0.0,-117.21,92.02,12606.05,12589.63
S002389,DIVIDEND,126.93,0.0,265.95,-139.02,17183.6,17296.02
S002996,TRADE,-44.19,0.0,-405.92,361.73,13475.12,13418.23
S003022,DIVIDEND,362.77,0.0,137.24,225.53,8508.39,8868.36
S002886,TRADE,128.18,0.0,66.47,61.72,7792.98,-7908.97
S002891,DIVIDEND,-823.56,0.0,-904.79,81.23,44186.08,43384.76
S002327,DIVIDEND,651.49,0.0,-102.76,754.25,17848.2,18472.0
S002998,TRADE,726.11,0.0,190.19,535.92,20126.54,20829.56
S002122,FEE,1064.36,-23.35,424.22,663.49,24752.21,25809.43
S002723,INTEREST,-2125.65,-2521.5235000000002,-888.13,-1237.52,50430.47,48392.32
S002217,TRADE,1384.58,0.0,1501.95,-117.36,41386.2,42793.65
S002137,DIVIDEND,702.63,0.0,270.87,431.76,17116.96,17843.13
S002662,TRADE,81.74,0.0,45.23,36.51,13484.54,13563.84
S002976,TRADE,116.43,0.0,1.75,114.68,5505.93,5626.45
S002592,ADJUSTMENT,-1070.15,-20.16,-330.09,-719.9,20308.51,19257.95
S002289,TRADE,78.47,0.0,8.19,70.28,5597.04,5661.55
S002481,FEE,-39.34,-15.2,73.37,-97.51,10470.62,10439.16
S003062,DIVIDEND,471.73,0.0,42.66,429.06,13722.28,14192.26
S003012,TRADE,-352.84,0.0,-415.03,62.19,17007.28,16626.73
S002443,INTEREST,107.84,0.0,-129.2,237.04,11575.82,11684.45
S002852,TRADE,-400.29,0.0,-467.15,66.85,13961.93,13557.22
S003004,DIVIDEND,-155.43,0.0,118.28,-273.71,28944.88,28821.38
S002026,INTEREST,218.96,0.0,183.78,35.18,7689.04,-7904.44
S002630,TRADE,-861.21,0.0,-149.59,-711.62,36937.46,36125.17
S002324,TRADE,-155.18,0.0,118.03,-273.21,11096.32,10934.27
S002693,TRADE,-138.62,0.0,-113.2,-25.42,17922.72,17760.17
S002636,TRADE,719.82,0.0,51.43,668.38,25664.15,26391.14
S002878,DIVIDEND,1697.05,0.0,790.34,906.71,34773.71,36480.92
S002249,INTEREST,56.64,0.0,-320.53,377.17,32246.7,32308.81
S002265,INTEREST,120.74,0.0,135.36,-14.62,9594.08,9711.66
S003084,TRADE,24.67,0.0,127.49,-102.83,7802.81,7823.65
S002577,TRADE,-539.7,0.0,-232.13,-307.56,8913.56,8372.15
S002698,DIVIDEND,-676.42,0.0,-440.68,-235.74,18388.5,17709.94
S002764,TRADE,154.5,0.0,-227.64,382.14,36801.03,36990.6
S002262,TRADE,100.34,0.0,727.99,-627.65,18555.55,18666.87
S002756,TRADE,16.92,0.0,-8.84,25.75,5530.29,5555.8
S003157,TRADE,344.69,0.0,-72.43,417.12,16396.37,16749.83
S002969,INTEREST,350.78,0.0,-232.34,583.12,20099.73,20495.46
S002129,TRADE,2196.44,0.0,1777.66,418.78,47099.75,49334.71
S002036,TRADE,-15.98,0.0,95.76,-111.74,16080.48,16076.12
S002915,TRADE,-47.89,0.0,-310.29,262.4,14548.25,14507.35
S002757,DIVIDEND,558.4,0.0,719.66,-161.26,28633.28,29201.77
S002854,ADJUSTMENT,-238.73,-23.55,-292.09,76.91,12338.82,12101.06
S002504,INTEREST,99.85,0.0,203.44,-103.59,9557.83,9661.36
S002428,DIVIDEND,2093.11,0.0,2344.27,-251.16,51057.04,53119.67
S002668,INTEREST,592.83,0.0,344.33,248.49,7744.78,8339.43
S002478,DIVIDEND,133.19,0.0,-88.08,221.28,10165.64,10316.69
S002640,DIVIDEND,-93.76,0.0,31.07,-124.83,5890.6,5791.63
S002975,TRADE,-723.4,0.0,-597.54,-125.86,15896.03,15163.28
S002574,TRADE,2341.96,0.0,921.12,1420.84,26940.36,29272.7
S003136,TRADE,-494.7,0.0,-378.62,-116.09,10753.6,10283.83
S002697,TRADE,2820.6,0.0,1917.18,903.42,70902.54,-73715.32
S003182,DIVIDEND,563.18,0.0,73.19,490.0,17870.03,18434.37
S002678,FEE,-79.44,-10.85,394.66,-463.25,48089.57,48100.2
S002398,FEE,2.24,-0.82,105.49,-102.43,8281.77,8265.67
S002260,FEE,-9.76,-2.67,32.81,-39.89,6359.99,6351.48
S002659,DIVIDEND,75.39,0.0,46.01,29.37,2969.51,3041.98
S003172,ADJUSTMENT,-255.74,-3.42,-121.88,-130.44,6304.75,6053.7
S002468,DIVIDEND,-298.23,0.0,-380.9,82.67,9939.83,9632.71
S002485,ADJUSTMENT,1.2,-4.0,-39.75,44.96,9699.55,9689.88
S002510,DIVIDEND,3.79,0.0,96.83,-93.04,7939.97,7941.68
S003000,TRADE,517.8,0.0,482.33,35.47,11577.8,12093.41
S003153,TRADE,-198.88,0.0,-50.35,-148.53,8827.75,8634.95
S002962,INTEREST,373.38,0.0,224.72,148.66,8237.13,8607.51
S002039,TRADE,134.9,0.0,32.33,102.57,4458.68,4592.55
S002641,TRADE,-101.3,0.0,-235.5,134.21,16658.2,16575.75
S003046,DIVIDEND,196.56,0.0,412.91,-216.35,15720.59,15915.99
S002195,TRADE,300.47,0.0,31.4,269.06,13656.88,13960.59
S002786,TRADE,-87.25,0.0,401.71,-488.96,25572.15,25450.61
S002303,FEE,-59.74,-5.03,1.64,-56.35,6278.23,6225.83
S002658,INTEREST,809.75,0.0,997.31,-187.55,24978.14,25763.46
S002166,ADJUSTMENT,-443.3,-10.96,29.91,-462.25,19003.59,18588.7
S003083,INTEREST,655.25,0.0,342.36,312.89,9958.07,10611.74
S003005,DIVIDEND,-11.01,0.0,68.61,-79.62,6559.98,6551.36
S002947,INTEREST,-88.65,0.0,147.06,-235.71,14915.96,14836.4
S002544,DIVIDEND,1090.98,0.0,744.44,346.55,28880.41,29925.95
S002137,DIVIDEND,-396.78,0.0,-244.98,-151.8,11781.48,11384.6
S002920,INTEREST,2733.24,0.0,1609.56,1123.68,62932.18,65791.0
