account_id,ticker,lot_id,trade_date,quantity,cost_basis
A001159,UNH,LOTb7521b6c60,2024-03-24,22,439.64
A001198,TSLA,LOT7986b7d07b,2025-01-13,141,371.0
A001789,PG,LOT704b1b7d0a,2025-02-21,74,378.59
A001509,SQ,LOTdd9fe4c532,2023-12-06,62,291.78
A001366,UBER,LOTeb77754a07,2024-02-13,10,395.97
A001850,SLV,LOT799ce4368e,2025-05-21,6,101.37
A001733,TLT,LOTede4f8899a,2024-05-25,12,450.87
A001874,ASML,LOT35df5231dc,2025-05-23,37,551.47
A001341,LULU,LOT3d046ba19a,2025-03-06,21,84.54
A001822,ORCL,LOT482a7fe200,2024-09-26,20,148.36
A001323,SHOP,LOT56d721399c,2024-01-01,8,27.04
A001907,SHEL,LOTc7f1b7e72e,2024-09-11,7,420.35
A001645,UBER,LOT9322c2c47c,2024-10-09,35,354.68
A001761,AVGO,LOT628fa21afc,2023-11-28,9,368.42
A001881,MRK,LOTaa8a961548,2024-10-10,46,27.34
A001492,SQ,LOT875d0d1ca0,2024-02-26,8,337.5
A001438,NFLX,LOTdd8aacd315,2024-02-21,11,375.49
A001520,ADBE,LOTd964bc3747,2024-05-31,59,107.11
A001916,INTC,LOT9770df30d6,2025-09-06,10,439.06
A001070,PFE,LOT0bab1b0e71,2024-01-05,3,541.22
A001033,ABNB,LOT873b3621e7,2025-04-21,30,57.12
A001618,AAPL,LOT754f8cf3c8,2024-11-03,48,200.5
A001454,UNH,LOT4a1c84236a,2024-10-19,34,416.3
A001044,VNQ,LOT197dfe0108,2023-10-01,43,144.87
A001565,BP,LOT566b8ef835,2024-02-18,24,144.37
A002047,UBER,LOT495ff78978,2024-01-31,52,349.2
A001316,TSLA,LOTcee41531fd,2025-07-30,3,347.73
A001942,CSCO,LOT3cfade9ccd,2025-03-31,19,203.57
A001283,WMT,LOT05142e1516,2024-08-27,13,202.57
A001511,XOM,LOTe03e5b8550,2024-12-18,10,238.04
A001615,NVDA,LOT946f611254,2024-01-31,36,354.11
A001818,SQ,LOT886082e628,2025-01-27,34,313.82
A001158,GLD,LOT2fba4b7367,2024-10-09,5,76.22
A001988,HD,LOTa5dd440474,2024-04-25,63,364.09
A001195,SPY,LOTdddf55bef9,2023-11-19,7,207.76
A001615,GOOGL,LOT9774aa9a5d,2024-01-25,11,181.37
A001781,NVDA,LOTa96480a4cd,2025-07-11,27,341.71
A001684,CSCO,LOT28d5a1dc20,2024-06-19,22,208.69
A001853,SHEL,LOTdaa573352c,2025-05-06,19,409.8
A001464,SLV,LOT19b246d64c,2023-11-08,12,91.0
A001023,VOO,LOT4683f83f78,2023-11-29,21,151.9
A001783,AMZN,LOT09c73f3c56,2024-10-29,47,70.95
A001084,PEP,LOT27c2304aba,2024-03-03,18,200.34
A001306,PEP,LOTa913ba18c4,2024-04-10,34,248.78
A001452,V,LOTf75db05a0b,2025-07-17,13,92.88
A001804,AMD,LOTad55ae3e6f,2024-01-06,10,491.68
A002033,NVDA,LOTeb369c6067,2025-01-22,10,315.65
A001884,PFE,LOT2c2df154f6,2024-07-30,40,514.02
A001303,JPM,LOTe2a48dfbf9,2024-09-27,6,382.48
A001169,T,LOT4130b642fd,2024-01-30,34,205.54
A001100,UBER,LOT33836a4a7e,2024-07-25,14,375.81
A001537,NVDA,LOT8f28c66576,2024-07-25,13,272.69
A002027,CRM,LOT952bd64c55,2023-09-23,15,129.99
A001267,BND,LOT5159dae081,2025-04-21,69,345.33
A001984,UBER,LOT383938aa2c,2025-02-16,26,352.31
A001999,INTC,LOTa1475207cc,2023-11-09,8,320.9
A001401,UBER,LOT0fc148de38,2023-12-16,50,270.67
A001504,JNJ,LOT2250421764,2025-06-25,34,440.41
A001545,VNQ,LOTa09b193105,2024-06-23,8,121.65
A001662,TLT,LOT1a09f85c18,2024-01-26,29,581.53
A001183,BRK.B,LOT3b29de3f45,2023-10-20,9,250.19
A001847,CRM,LOT4b5065eceb,2024-08-28,54,141.94
A001713,PG,LOT36db16a051,2024-10-13,14,431.41
A001705,SPY,LOT16720076bb,2023-11-05,13,264.91
A001049,VNQ,LOT9238b1bfdd,2024-10-29,15,177.92
A001346,CSCO,LOT59952f73f7,2023-12-15,23,220.74
A001905,IVV,LOT0cceb3fc6d,2025-04-10,16,492.34
A001902,GOOGL,LOTcb8d67baba,2025-01-10,11,120.44
A001408,TLT,LOTa0083c7d7f,2024-08-20,49,555.5
A001319,BND,LOTebcd8e2ad3,2025-06-11,11,226.31
A001230,SLV,LOT576ba0bd1d,2025-07-13,11,80.41
A001497,IVV,LOTa6bc7e7406,2025-04-08,42,476.47
A001589,AAPL,LOT64ecec9de2,2024-09-20,9,189.9
A001227,KO,LOTfad76923f9,2024-06-03,40,179.92
A001964,MSFT,LOTdd6fa80ebd,2024-10-02,28,217.53
A001428,SLV,LOTeb8158644e,2024-03-05,19,111.69
A001433,UNH,LOT0dc6ad07bb,2024-02-25,26,396.74
A001529,UBER,LOT5748d9e9ec,2024-04-30,14,318.63
A001289,EFA,LOTd46a99b2f7,2023-09-22,72,336.82
A001037,NFLX,LOT113b016a4c,2024-01-19,7,369.24
A001089,WMT,LOTc6a7115811,2025-03-16,19,225.76
A001123,PFE,LOTf3b8fa449e,2025-02-13,19,518.87
A001555,AMZN,LOT537fb44eeb,2024-05-18,9,76.96
A001017,META,LOT9118b99f4a,2024-08-05,26,168.04
A001555,IWM,LOTde8fa80ece,2023-11-01,13,409.06
A001737,AMAT,LOTeb36dd20d4,2025-05-19,18,480.14
A001039,PFE,LOT5cda1d49f0,2023-11-12,9,428.25
A001791,XOM,LOT4e80b9aae3,2024-08-13,10,298.63
A002041,EEM,LOT8ef134badb,2025-05-28,4,105.02
A001646,VZ,LOTf82bd79a70,2024-01-04,12,59.59
A001180,HD,LOT085364a0d0,2025-02-15,59,339.74
A002025,NKE,LOT0e1e2645be,2024-02-10,15,246.82
A001044,GOOGL,LOTa72f111698,2024-12-27,37,113.06
A001624,DIS,LOTc400b4e899,2024-04-23,44,85.66
A001805,SLV,LOTe34bc369b8,2025-03-30,16,109.55
A001037,CSCO,LOT4dcac92df9,2023-10-07,6,222.74
A001720,CSCO,LOTa9f59b5599,2023-12-06,14,229.67
A001619,JNJ,LOTd3081e5c9a,2024-04-11,25,342.41
A001564,COST,LOTc245c4cc4a,2025-07-05,13,436.77
A001527,ASML,LOTa2cdcc8c40,2024-08-06,52,558.7
A001060,UBER,LOT82fd84c211,2024-11-24,25,297.01
A001461,V,LOT8ea161dedf,2024-09-22,2,61.88
A001804,IWM,LOT4b69a4538f,2025-04-19,33,256.56
A001179,GLD,LOT04aa61800b,2024-08-11,7,56.13
A001465,AVGO,LOTecd6f90056,2025-01-03,18,392.58
A001312,CRM,LOT4d4091e6a9,2024-10-22,11,152.66
A001674,AMD,LOTfdc02c2911,2024-02-29,16,461.67
A001269,UNH,LOTc6c54bce59,2023-11-08,9,497.3
A001283,PYPL,LOT0c8b7daa37,2024-03-01,17,418.22
A001414,AMAT,LOT25192f521a,2025-04-18,23,575.06
A001632,EFA,LOTced6e67168,2024-03-19,10,385.11
A001276,CRM,LOTdbb5a7d440,2025-04-11,15,138.05
A001323,PEP,LOTb10fcd18de,2025-06-29,15,288.93
A001242,HD,LOT7e2768c988,2024-10-16,18,255.27
A001298,GLD,LOT5fd2e7600a,2025-08-07,18,63.48
A001652,ASML,LOT87370aa173,2024-07-10,22,403.78
A001842,KO,LOT9b60755cb6,2024-06-10,7,231.81
A001560,V,LOT140d27c7fe,2025-02-26,16,86.55
A001218,JPM,LOT162d766bde,2025-03-01,106,438.63
A001053,BND,LOT43b5d547b5,2023-12-20,19,264.23
A001546,SPY,LOT15beef469e,2024-02-04,99,241.38
A001472,SPY,LOT673c42a813,2025-01-12,39,293.98
A001472,TLT,LOT76bae9e042,2025-08-11,21,447.59
A001735,NVDA,LOT7b0f44600b,2023-10-03,27,340.5
A001976,JPM,LOT9d4495aa7f,2024-04-10,35,295.28
A001960,EEM,LOT8e4582e136,2023-11-11,256,175.49
A001765,HD,LOT8ed4a6e447,2024-08-06,29,435.61
A002006,T,LOTd5b0474efa,2025-04-19,12,218.29
A001335,PG,LOTed3e1fb97f,2025-01-18,15,510.19
A001066,AVGO,LOTf02a5cd874,2025-08-22,18,548.05
A001552,AVGO,LOT70076fecb1,2025-01-22,13,235.37
A001415,BND,LOT4b462a27a7,2025-02-09,5,277.78
A001135,HD,LOTe0aa7fdc73,2024-06-14,33,351.08
A002003,EFA,LOT1f03e2cde1,2024-10-09,8,293.05
A001937,ASML,LOTfb738a14af,2024-12-28,6,475.52
A001875,INTC,LOT18cdb27f04,2025-07-26,26,484.14
A001779,GLD,LOTcd05d29b57,2024-10-21,42,63.93
A001807,IVV,LOTd5dccda82a,2024-01-30,172,455.57
A001078,ABNB,LOT47f552edfa,2025-05-18,3,58.26
A001924,NKE,LOT789a88acfc,2025-07-25,21,197.2
A001503,ABNB,LOTba02ec5d52,2024-03-05,57,75.35
A001810,SLV,LOT0db82be455,2025-07-28,59,115.84
A001793,ABNB,LOT93de317e10,2023-12-01,2,89.35
A001100,PG,LOT8749d13b19,2024-11-12,19,384.51
A001900,INTC,LOTb8bbc85407,2024-10-30,29,397.6
A001585,NKE,LOTb8de41f84c,2025-03-20,31,255.37
A001865,PFE,LOTdba8548011,2023-12-19,19,343.02
A001111,EFA,LOTfa39f424c8,2024-03-26,20,350.7
A001291,NKE,LOT82a89f901a,2023-11-15,35,276.19
A001925,NVDA,LOTaaae63419c,2024-04-12,17,325.04
A001231,HD,LOT5f47a651a5,2024-01-16,53,369.5
A001277,INTC,LOT5848f93a60,2024-07-10,11,310.79
A001662,AMD,LOT1e18f1b77f,2025-08-12,85,538.91
A001366,NKE,LOTe9ba85a629,2024-01-11,42,205.02
A001413,ASML,LOT6fed5f0c73,2024-05-29,38,426.58
A001184,WMT,LOT12c9461110,2024-10-10,47,224.11
A001335,EEM,LOTbaf2bb730c,2025-05-03,6,165.68
A001186,BRK.B,LOT27fb90601d,2024-06-03,30,238.72
A001743,NVDA,LOT9b764a58cc,2024-03-19,20,237.29
A001786,GLD,LOTaf4d2840c4,2024-04-01,65,68.05
A001327,NFLX,LOT89832b0847,2024-02-21,21,374.29
A001779,GOOGL,LOT921998657e,2025-03-16,7,129.67
A001686,SQ,LOT273e5147fa,2023-11-01,45,412.39
A001307,MA,LOTacb987cf45,2025-04-11,13,318.2
A001366,VNQ,LOT4a977e5781,2025-07-16,36,206.1
A001859,KO,LOT0a4bcacc46,2024-10-25,4,177.43
A001913,PFE,LOTb854c63fab,2023-12-05,49,533.52
A001370,BRK.B,LOT31cef0f9d0,2025-04-25,5,210.47
A001415,AAPL,LOT07e96fcbd2,2023-12-09,13,145.51
A001518,AAPL,LOTceec6b53d9,2024-05-25,23,180.26
A002019,TXN,LOT1e9a9554fd,2024-04-14,84,68.28
A001011,SPY,LOT676ebec165,2024-04-19,30,234.85
A001487,UNH,LOTb1e1a812f4,2024-01-13,7,369.17
A001974,NKE,LOTac7b0f1145,2024-07-14,25,224.88
A001904,NVDA,LOT02109f236d,2023-12-31,16,340.15
A001013,JNJ,LOTb55a9117d8,2024-02-24,28,379.76
A001569,IVV,LOTe4a07101f4,2023-12-03,17,458.78
A001425,AMZN,LOTdc802de5c4,2025-03-01,20,83.24
A001303,AMZN,LOTb628628b4e,2023-11-08,29,69.91
A001714,GOOGL,LOT9048f5e785,2025-04-11,19,137.65
A001066,IWM,LOT8f36b83dd7,2024-01-24,4,273.07
A001611,DIS,LOTab59c671fb,2025-06-09,30,119.05
A001100,TSLA,LOT6a06ebeb97,2024-07-07,17,541.69
A001365,MA,LOTf4b3e7b100,2023-10-19,27,357.07
A001582,IVV,LOTe3d06a0320,2023-10-31,5,516.33
A001363,NKE,LOT9f43effb3f,2024-01-23,9,256.69
A001737,SHEL,LOTebfed6c596,2025-08-01,38,420.33
A001190,VNQ,LOTf783f542d2,2024-11-04,71,166.45
A001661,ADBE,LOT3299de0bf9,2024-08-14,25,155.46
A001138,BND,LOTb64b48b622,2024-06-26,16,285.91
A001132,PFE,LOT55af816319,2024-05-12,42,334.86
A001275,BRK.B,LOT3d3cc17f9d,2023-09-26,10,225.62
A001562,DIS,LOTf32e87a326,2024-03-16,32,97.07
A001847,ABNB,LOT5ec229eca1,2025-02-04,12,78.7
A001428,IVV,LOTc8413cef1a,2025-07-09,35,478.74
A001223,SQ,LOTcf28234f9c,2023-12-02,17,264.27
A001179,T,LOTd943d94286,2023-10-02,14,280.69
A001588,CRM,LOT85ce7680ae,2023-12-23,41,116.92
A001648,WMT,LOT7346df2633,2024-03-17,71,202.08
A001724,SHEL,LOT22f017497d,2025-04-27,22,340.37
A002016,ABNB,LOT64b90d683d,2023-11-29,77,82.08
A002019,VZ,LOT0440bd0a39,2025-03-06,23,52.89
A001476,EEM,LOTe506bf8ca4,2024-11-13,114,173.69
A001396,AAPL,LOT2d35392343,2025-05-08,102,175.55
A001049,NKE,LOTaf24714a4b,2023-12-06,23,277.5
A001241,SLV,LOTf46a21ee81,2025-02-06,23,115.68
A001849,AVGO,LOT14d2ba0c18,2025-07-22,27,438.55
A001683,CSCO,LOTe8d8b81342,2024-02-11,10,222.71
A001434,AAPL,LOTf244a26803,2023-11-21,13,188.39
A001412,EFA,LOTe50195e11c,2024-11-22,20,327.6
A001521,LULU,LOT9b539f8e9a,2025-06-29,63,109.45
A001630,KO,LOTfd90deb22b,2024-04-06,51,216.9
A001663,VNQ,LOT8b5f22dcb4,2025-08-31,32,187.97
A001233,TLT,LOT6bd5ff292c,2024-09-30,17,586.02
A001699,INTC,LOTd5fb0cd9ec,2024-02-02,23,371.95
A001059,LLY,LOTfbe8b3578a,2025-03-11,28,166.2
A001397,DIS,LOT6f55dea772,2024-09-25,42,132.73
A001981,BP,LOT081e29deb5,2024-05-09,40,127.88
A001072,QQQ,LOT55caf181e1,2025-04-20,5,347.42
A001986,V,LOT44b147bf80,2023-12-04,23,105.84
A001943,LIN,LOT8cd8a124f9,2024-03-06,12,304.58
A001686,NKE,LOT3fdc9edc6a,2024-07-10,11,207.43
A001114,LLY,LOTfc0fd637cd,2024-03-22,13,145.0
A001613,SQ,LOT2bc9e13056,2023-10-13,21,312.81
A001646,UBER,LOTecf9c0e390,2024-03-07,11,296.57
A001038,UNH,LOT0b1c136142,2024-01-24,8,247.98
A001679,COST,LOT3f1c73145b,2024-09-09,11,397.43
A001135,V,LOT2e7014b670,2024-11-23,3,106.69
A001063,DIS,LOT50ab0b1cf5,2024-08-18,41,115.82
A001339,SQ,LOT9696f42de9,2023-12-26,3,363.45
A001797,HD,LOTb41c52aae3,2024-01-06,13,254.55
A001239,AMAT,LOT5885496030,2024-10-26,7,446.34
A001644,EEM,LOTf4488a74ec,2025-08-05,9,145.37
A001556,AVGO,LOT799a776847,2025-06-10,4,470.69
A002017,ASML,LOT4c97b94a28,2025-01-06,43,441.69
A001761,AMD,LOT6ea0554434,2024-11-01,40,446.09
A001442,ABNB,LOT4ac48cc34c,2024-11-01,20,59.72
A001358,BRK.B,LOT21fcd6b140,2024-08-19,30,245.26
A001076,VNQ,LOT622dc8f263,2025-02-12,24,157.2
A001189,AMD,LOT2c4b39d511,2024-04-06,4,541.88
A001051,COST,LOTa9e31384b1,2024-04-30,17,377.19
A002024,V,LOT346a7c0edc,2025-02-24,12,91.83
A001696,SHEL,LOT3831e06205,2024-04-29,7,429.76
A001635,VNQ,LOT9c66161f0d,2024-10-06,16,152.47
A001293,VNQ,LOT34c9ed7d47,2025-05-29,10,179.68
A001271,UNH,LOTa16ea5e709,2025-07-31,2,347.76
A001940,NFLX,LOT0db0ee8c22,2024-03-21,33,308.79
A001237,AAPL,LOTe13e47f12e,2024-10-23,52,175.18
A001090,TLT,LOT4b1090ae41,2024-01-07,11,469.93
A001178,DIS,LOTc6aeab9357,2024-05-16,22,104.44
A001094,TSLA,LOTd8c91909f8,2024-03-22,32,567.96
A001639,MSFT,LOTb986f3003c,2024-01-24,7,223.46
A001639,VOO,LOT4eb68f55f5,2025-02-04,10,154.0
A001657,PG,LOT8c6af36cc2,2025-02-21,14,350.36
A001586,BAC,LOT992ab6f414,2024-03-10,33,469.79
A001653,VNQ,LOT183915bac6,2024-06-12,17,179.82
A001240,BAC,LOT3360f0cd9c,2025-04-07,27,464.97
A001322,BAC,LOT0289ffb97d,2025-05-12,44,473.23
A001031,IVV,LOT12e455a5a2,2024-02-11,108,390.04
A001209,UNH,LOT316105a153,2024-02-29,6,395.84
A001717,UBER,LOTb2bb242d78,2024-10-15,41,329.69
A001555,V,LOT117b79cb0a,2024-11-20,10,88.23
A001501,MA,LOT03ffdbb1c5,2025-06-26,16,421.48
A001637,IVV,LOT1fd2623840,2024-09-25,10,416.92
A001908,AMZN,LOTdf577798a7,2025-04-26,43,78.7
A001059,T,LOT20fe25895a,2023-10-16,17,203.84
A001103,TSLA,LOTdc1a908f2f,2024-08-10,8,361.87
A001110,NVDA,LOT8cb851bca6,2024-06-27,41,349.38
A001802,HD,LOT727a608684,2024-01-05,17,377.3
A001913,IVV,LOT5ff364664d,2024-09-07,27,286.62
A001639,DIS,LOT446e04f4b4,2025-02-16,11,118.12
A001160,SHEL,LOT27377f103e,2024-05-18,82,503.83
A001269,NVDA,LOT6a3e1e00ba,2023-09-22,3,275.69
A001959,TSLA,LOT21d8fc3646,2024-05-28,22,488.42
A001635,TLT,LOT1be7f08564,2023-11-17,11,525.37
A001953,T,LOT3e157a7623,2025-01-12,11,222.03
A001458,V,LOT17adc835e4,2023-12-15,8,70.07
A001528,BP,LOT259a9e4e44,2024-08-30,13,189.55
A001802,HD,LOT2f0e94d254,2023-09-21,29,346.47
A001676,LULU,LOT3ad7d0149b,2024-10-09,15,98.85
A001928,VZ,LOTd11a7417ad,2025-08-07,13,49.69
A001133,T,LOT3e00bec659,2025-05-14,30,222.93
A001719,T,LOTff8e658cbd,2024-05-22,8,259.46
A001349,PFE,LOT53cac6bb02,2024-09-15,6,462.1
A001260,ORCL,LOT0db3a8ffbf,2025-05-24,27,143.96
A001830,MRK,LOT4ee9f8ab01,2025-05-20,7,27.36
A001667,UBER,LOTaf6304e2ee,2023-11-11,33,372.67
A001145,LULU,LOT7b0c1582d9,2024-11-01,23,102.92
A001944,INTC,LOTf227bb16ee,2024-01-11,35,356.92
A001846,JNJ,LOTb2e96f94fb,2023-12-11,17,302.99
A001499,UBER,LOT60482023a3,2025-03-28,31,356.16
A001987,NFLX,LOT1264d77b66,2025-07-01,55,326.88
A001697,UNH,LOTb491da473e,2023-09-27,20,431.9
A001882,LULU,LOT791e8c939b,2024-06-18,38,110.01
A001700,SHOP,LOT2fa9f806b2,2023-09-27,23,38.72
A001483,HD,LOT204df4680e,2023-10-29,42,437.63
A001159,SLV,LOTc580564dad,2024-01-28,21,149.04
A001996,BRK.B,LOT67531a691c,2024-01-09,35,185.09
A001948,PEP,LOTa84f5192fb,2024-02-16,9,214.49
A001199,MRK,LOTd25bea7235,2024-06-08,15,24.05
A001360,KO,LOTd4644a26b5,2024-07-18,82,190.08
A001142,SPY,LOTc576d95dc3,2025-05-18,8,284.26
A001776,PEP,LOT47898dec6b,2024-04-18,14,212.69
A001125,NVDA,LOT2183220c99,2025-01-27,17,321.88
A001284,ASML,LOTa7ec1d0c13,2024-01-21,7,506.2
A001000,BND,LOTd0814da1ec,2025-04-09,80,285.85
A001305,AMD,LOTc4a0c0930b,2024-03-11,7,297.66
A001596,NFLX,LOT61b0039309,2023-12-16,26,340.97
A001915,PG,LOTf0f4255096,2025-02-08,31,391.31
A001648,KO,LOTbea13a0e18,2024-02-01,8,226.49
A001623,BP,LOT6eaf3b367e,2024-06-18,18,149.45
A001705,NVDA,LOTff6cca6944,2024-01-19,29,314.85
A001016,IVV,LOTd812b8b690,2024-04-02,8,418.98
A001827,TXN,LOTc218e81f66,2025-04-29,24,128.44
A001602,AMZN,LOTfc1b48ac3b,2024-08-24,4,70.28
A001108,AAPL,LOTfc21181bf5,2024-02-11,39,182.16
A001735,BRK.B,LOT199eea626d,2024-11-22,33,265.1
A001063,JNJ,LOT97410e7e22,2024-06-21,42,305.01
A001807,VOO,LOT21f706567c,2024-10-16,43,175.86
A001783,INTC,LOTa4168e9d8e,2024-08-12,37,329.85
A001891,SHOP,LOT07ff07f045,2025-02-02,17,32.28
A001355,T,LOT602cd9e96e,2025-04-17,18,263.15
A001385,UBER,LOTc5adb61a11,2024-08-09,58,333.14
A001737,LLY,LOT0448aaf163,2024-07-06,40,148.45
A001315,PFE,LOTe562279530,2023-10-21,36,329.72
A001257,JPM,LOT4b337a37d1,2025-08-26,23,401.21
A001146,QQQ,LOT143910b536,2025-08-21,79,312.26
A001294,GLD,LOT81a156a7c5,2024-04-26,4,67.14
A001894,JPM,LOTde5d06491f,2025-06-12,8,395.08
A001281,QQQ,LOTbc172cadcf,2024-07-08,11,326.38
A001933,LIN,LOTaa53a9518f,2023-09-25,3,262.9
A001871,IVV,LOT2f7752ba14,2025-03-06,27,442.16
A001930,ORCL,LOTed34688d2b,2024-06-29,8,163.62
A001921,NFLX,LOTa26cea56cb,2024-09-08,29,300.69
A001462,HD,LOT451c50fb6b,2024-06-29,28,289.22
A001015,SQ,LOTc9f04dbe8f,2024-04-14,31,299.74
A001484,EEM,LOT96781f661b,2024-04-11,27,168.17
A001551,AVGO,LOTece62a1c48,2024-02-25,14,367.03
A001751,GOOGL,LOT6e74cf0ded,2025-07-30,17,151.17
A001989,EEM,LOT853a032552,2024-08-25,80,142.05
A001231,PYPL,LOT0612418bb7,2024-05-01,43,371.39
A001163,V,LOTd1564224a0,2024-03-16,18,91.92
A001572,NKE,LOTc1da107618,2024-03-26,13,233.29
A001160,ABNB,LOT009b887a78,2023-12-22,89,73.72
A001181,JNJ,LOT77b8a5626d,2024-05-11,29,412.85
A001159,TLT,LOT7115574a00,2023-11-28,84,474.62
A001639,IVV,LOT27ffa1d3f3,2025-07-14,10,379.16
A001703,SHOP,LOT21eab88014,2025-08-26,7,27.7
A001960,NKE,LOT7c9c74f77a,2024-03-31,8,244.19
A001960,SQ,LOT833b46a5e5,2024-10-02,11,295.17
A001862,CSCO,LOT453ac3ab52,2024-11-09,18,210.97
A001592,MA,LOT342f9a3217,2025-08-01,8,456.87
A001622,GLD,LOT5107aa0d21,2024-02-07,53,73.51
A001533,AMZN,LOT1306cc8f0f,2023-12-02,39,63.38
A001969,PYPL,LOT7b1712d90b,2025-03-17,12,427.64
A001105,IWM,LOT8f4cd1412a,2024-11-12,26,322.55
A001055,PFE,LOT9766b4474f,2024-04-28,88,435.19
A001168,JPM,LOT9ad192f77a,2024-04-07,10,360.48
A001157,TXN,LOT8f410a2b07,2024-11-26,22,98.15
A001516,JPM,LOT4037d98c07,2023-12-16,36,432.68
A001575,BAC,LOT638f76121d,2024-12-17,56,557.13
A001029,SLV,LOT888155e486,2025-05-15,2,98.11
A001357,BP,LOT5198a4d10a,2024-01-10,21,134.86
A001309,IWM,LOT9c3da43c65,2024-06-06,19,257.83
A001757,COST,LOTbf6d1eef00,2025-03-11,14,534.23
A001535,LULU,LOTc9ced6b56b,2023-09-20,53,93.38
A001483,VZ,LOT045d1953ab,2025-03-05,9,59.41
A001067,DIS,LOT06bbd576b0,2025-06-12,3,130.97
A001297,SPY,LOTe34b358c30,2025-04-02,32,220.4
A002015,BND,LOTd74591c946,2024-07-11,59,233.14
A001784,JNJ,LOT3be5c4a139,2023-10-31,9,333.85
A001901,GLD,LOTe87dc27c47,2023-11-24,7,54.36
A001342,UNH,LOTc3788f4679,2024-01-24,27,359.88
A001706,AMZN,LOT7fb12d4354,2023-11-19,63,50.86
A001541,BND,LOT19dc0f93dd,2025-05-11,22,294.21
A001107,MA,LOT00a201f091,2024-05-19,38,389.77
A001816,T,LOT81c188ba09,2024-11-02,87,175.9
A001975,SLV,LOT8dcc78b4f8,2024-03-10,19,126.76
A001478,NFLX,LOT46ba48a6fc,2023-10-08,53,271.76
A001798,T,LOTb54a5a17dd,2024-12-12,22,273.03
A001297,ABNB,LOTc757ef5097,2024-06-18,17,59.83
A001024,PFE,LOT04065e19a4,2024-06-04,5,393.96
A001782,TLT,LOT70b4e5ec01,2024-10-18,12,432.19
A001084,TSLA,LOT84834acb6c,2024-03-11,89,483.57
A001724,TXN,LOT342d76129b,2024-06-21,15,103.81
A001558,DIS,LOTf6103c23e5,2024-12-04,17,129.5
A001546,COST,LOT2712308d2d,2025-05-29,8,365.81
A001522,QQQ,LOT54ff6ab135,2024-01-17,19,197.47
A001801,NKE,LOTc8f4b85637,2023-10-16,10,279.75
A001495,GLD,LOT8c4421ed90,2023-10-19,37,47.22
A001399,ABNB,LOT02fed231a5,2024-09-26,18,58.35
A001368,PEP,LOT773f80d731,2024-02-24,10,203.28
A001021,TLT,LOT2125496f38,2025-08-29,33,555.89
A001139,AAPL,LOT48ebf8c096,2024-07-12,13,132.72
A001200,ABNB,LOT8368c11d71,2025-05-23,4,85.12
A001913,CSCO,LOT4d09b17d24,2025-01-25,15,214.34
A001580,WMT,LOTb764a94a3c,2025-02-21,7,259.51
A001069,MSFT,LOT210b18de1c,2023-12-12,32,190.87
A001188,AMZN,LOT0250d96bf4,2024-01-07,9,67.8
A001444,SPY,LOTf4488de2ae,2023-11-23,4,285.94
A001249,EEM,LOT1199052864,2025-05-07,15,165.37
A001176,TXN,LOT648b982ccd,2023-12-27,19,120.93
A001266,NFLX,LOT57fea2b621,2023-11-04,41,362.59
A001378,LIN,LOT8003250d26,2025-05-16,21,350.67
A001377,WMT,LOTe2f5e23a98,2024-11-09,11,208.24
A001956,IWM,LOT412ca37ffe,2025-06-21,26,292.33
A001928,SHEL,LOTba059700e6,2024-11-27,53,389.72
A001874,EFA,LOT3bf97f3912,2023-10-24,6,364.8
A001662,WMT,LOT8fd86ce0f2,2025-03-25,42,245.85
A001151,BAC,LOT7b3da23c1c,2025-07-05,29,537.02
A001783,NFLX,LOT713d96fe3a,2024-10-01,23,236.25
A001123,WMT,LOTf23ff3c185,2024-12-09,39,237.91
A001364,AMD,LOT84abfbf482,2025-06-27,18,391.64
A002007,SHEL,LOT2b850b5f80,2025-02-13,10,292.15
A001804,HD,LOT94b49c8e54,2023-11-16,13,302.82
A002007,TSLA,LOT0644cd4203,2025-04-12,18,550.77
A001883,UNH,LOT882f090c35,2023-12-18,43,386.76
A001217,BP,LOTb2825fd2e3,2024-06-11,10,134.08
A001530,TSLA,LOT8abc982544,2025-08-02,47,360.31
A001149,META,LOTd319f70143,2024-01-30,7,204.49
A001513,VNQ,LOT3bff06fe42,2024-06-07,17,223.85
A001038,LIN,LOT3ede4f27bf,2024-04-15,15,421.46
A001304,QQQ,LOTf5df10dbef,2023-11-21,24,301.56
A001001,SHEL,LOT9a398779b9,2025-07-30,9,269.19
A001799,BAC,LOT531bf79388,2025-04-04,9,514.41
A001675,LIN,LOTada9dc6827,2024-08-02,18,324.62
A001007,ORCL,LOT9b104112f3,2024-04-22,18,203.8
A001979,CRM,LOTf2f6629bbb,2024-07-20,6,141.13
A001143,SHOP,LOT1cb5d571f5,2025-01-18,6,17.22
A001006,NFLX,LOT1e1160bd00,2023-10-02,12,290.79
A001987,BRK.B,LOT7a802a3be6,2024-02-04,15,215.16
A001735,DIS,LOTa831343820,2023-10-09,30,105.5
A001620,INTC,LOTa3d0b6bd71,2025-07-12,6,471.04
A001185,ADBE,LOT0a2d96fef2,2024-03-08,54,170.78
A001696,NVDA,LOTfdc4b9b600,2024-05-24,28,391.07
A001593,QQQ,LOTa18042ffd2,2025-02-11,44,275.33
A001361,UBER,LOTab96240edc,2025-07-28,16,260.18
A001786,IWM,LOT4e56f255b5,2025-02-23,24,317.56
