client_id,churned,logins_30d,cash_outflows_30d,svc_tickets_90d,meeting_gap_days,response_latency_hours,nps_last,portfolio_drawdown_30d
C_c3f3f3b2,1,12,6084.8,0,106.3,25.3,13.0,-12.6
C_c83a51e4,1,9,10370.57,1,57.5,2.3,66.0,-5.8
C_c8bc407a,1,13,9994.0,0,86.8,0.5,36.0,2.8
C_2abb8214,0,13,10513.41,0,43.5,10.2,50.0,-4.3
C_9f810cb7,1,7,1016.79,0,35.6,13.4,8.0,-14.9
C_29c6586e,0,13,2678.66,1,73.3,0.5,51.0,0.4
C_a58ef83b,0,10,2280.02,0,25.7,3.3,-1.0,3.2
C_97311948,1,6,4878.31,1,74.2,33.2,25.0,6.5
C_bbdac13c,0,5,3306.55,0,27.9,8.3,38.0,-15.4
C_7cb2dd2b,0,10,8136.83,0,73.9,9.0,78.0,3.9
C_d2678e40,1,6,17051.85,0,103.2,40.3,51.0,-1.9
C_437ec944,0,7,3081.68,0,5.0,8.6,71.0,-7.0
C_b72bf55c,1,7,6208.93,0,45.6,1.9,47.0,-12.9
C_6508b3e2,1,11,13711.84,0,5.0,4.9,7.0,-14.1
C_209c0347,1,6,11414.81,1,49.7,14.9,7.0,-7.6
C_2fd52f78,1,14,1418.14,1,71.8,7.3,54.0,-7.9
C_589d73ee,1,6,2290.18,2,48.1,10.7,10.0,-3.6
C_6b03408c,1,11,2645.83,2,5.0,11.6,-4.0,5.9
C_3a784d1d,1,9,3785.59,1,91.5,43.5,11.0,-3.4
C_166636f5,0,8,15129.94,0,8.9,19.1,42.0,-12.3
C_0378e3b3,1,6,9714.21,1,89.2,2.5,15.0,-9.1
C_790fd2ab,0,5,11706.25,3,33.9,10.3,66.0,-1.0
C_490f2f35,1,9,5329.84,1,29.5,20.0,46.0,-7.5
C_b7ef3f3d,0,8,4795.61,0,60.4,22.8,40.0,-3.7
C_48ec0ec4,1,6,9557.88,1,97.3,0.5,45.0,3.9
C_602957d9,0,7,5705.85,0,128.4,0.5,50.0,0.9
C_ba894940,1,6,7518.36,1,45.6,16.7,50.0,-6.3
C_266664a9,0,8,5222.39,2,14.4,5.6,15.0,-8.9
C_b0687040,0,5,3528.85,0,72.1,4.2,67.0,8.8
C_4430862f,1,4,2419.96,1,13.1,13.9,51.0,-7.2
C_5a2aaaf2,1,14,19082.05,1,86.0,19.9,25.0,11.3
C_69e19db1,1,13,760.33,0,75.5,9.6,54.0,6.7
C_d311c68a,1,8,11494.74,0,107.4,0.5,2.0,-3.5
C_7116da82,1,16,5013.39,0,96.9,6.7,56.0,-10.3
C_ce00c098,1,8,4573.42,1,64.9,0.5,42.0,-2.8
C_d7cecb39,1,13,13236.46,1,61.1,17.6,-19.0,4.9
C_e7ff453a,1,9,15237.71,0,28.9,32.5,85.0,-5.3
C_464383d7,1,5,3323.15,1,28.2,14.9,2.0,-10.9
C_b7137679,1,10,10594.42,2,58.6,16.4,49.0,-6.4
C_7bad5ea1,1,16,7547.24,1,22.3,20.1,70.0,-0.7
C_0942c542,1,13,5052.06,0,50.6,25.5,-30.0,-0.2
C_7d85c837,1,10,6429.78,1,43.5,6.2,41.0,-2.5
C_e0df207f,1,13,183.94,1,80.7,11.5,57.0,-5.8
C_44894b69,0,10,2857.3,0,59.2,21.5,63.0,-3.7
C_6ee9c0aa,0,11,935.55,0,94.8,2.6,65.0,-5.8
C_9e6e6acc,1,11,11309.64,1,49.4,0.5,58.0,-2.2
C_fea23150,0,12,4333.59,0,19.1,7.3,27.0,-1.4
C_67e3d7fa,0,19,4084.0,1,79.2,24.6,46.0,-4.5
C_24eced5a,0,17,64.06,0,55.7,13.4,85.0,-8.1
C_c4cca24d,1,12,17394.85,2,50.5,7.3,67.0,4.5
C_82af64a9,1,9,1538.55,1,45.2,22.2,18.0,-1.2
C_d100d82c,0,12,5263.52,0,59.6,17.5,62.0,1.3
C_13dc302d,0,10,4047.05,2,50.5,4.2,69.0,-7.5
C_2f6fae3e,1,15,18861.08,0,78.1,10.1,13.0,-3.5
C_ff5e2261,0,12,9024.34,0,85.9,1.8,34.0,-7.6
C_5b84742e,0,11,8713.16,0,47.0,13.4,28.0,5.5
C_d0c18810,0,8,6502.88,1,130.0,18.4,58.0,-9.5
C_e72e77bd,1,8,2447.51,0,40.0,0.5,25.0,-9.0
C_0d4cf1f4,1,15,1593.36,2,60.6,1.8,19.0,-2.6
C_785da5bf,1,14,502.57,2,5.0,28.8,62.0,-10.0
C_4a6eefd6,1,9,599.16,2,56.3,8.6,5.0,5.5
C_2ec40e30,1,7,7656.86,0,52.9,28.6,40.0,-11.5
C_f909d0af,0,12,3930.97,1,58.3,0.5,17.0,-4.4
C_edf2837c,0,7,11118.65,1,94.2,6.7,62.0,-5.5
C_b4cc1409,1,11,3999.6,1,118.8,14.2,20.0,-1.2
C_c6643472,1,5,1455.18,0,98.8,8.8,36.0,-7.8
C_bcae4130,1,9,4962.12,0,56.4,24.7,-25.0,-1.5
C_e60b4820,0,8,13171.73,1,66.9,10.8,35.0,-8.2
C_8d45819d,1,4,5029.47,0,113.3,19.1,31.0,-9.1
C_9d3ad5b5,0,7,8782.62,0,25.0,1.1,37.0,-4.4
C_47893e50,1,7,926.23,0,87.5,14.6,68.0,-3.6
C_79cf15be,0,12,669.59,0,28.9,8.9,50.0,-4.7
C_f2dfdb0c,1,13,7477.84,1,100.0,2.0,45.0,-5.3
C_6e7175ac,1,8,18248.58,1,55.3,16.7,17.0,5.2
C_3b2e2767,0,14,15008.42,0,29.2,25.6,88.0,-1.2
C_79bc9156,1,16,9079.8,1,37.0,6.0,-11.0,-1.5
C_1b50d655,0,16,6060.04,2,42.5,16.2,5.0,3.4
C_4aa60802,0,5,14807.49,0,93.4,9.8,16.0,-11.2
C_ace00fc5,1,9,10562.75,0,106.9,13.1,40.0,9.5
C_a5e7820e,1,10,11055.63,0,45.9,20.4,36.0,-13.1
C_d606f15b,1,17,2377.52,1,29.5,26.4,16.0,4.4
C_c1ec5af0,1,14,7366.98,1,131.0,24.4,39.0,-13.1
C_260897f8,1,10,7508.77,2,88.7,4.5,64.0,-3.4
C_b867c2dc,0,9,1283.12,0,32.9,0.5,36.0,-6.7
C_fd27059e,1,13,101.3,1,72.6,0.5,4.0,6.2
C_dcacc39f,0,4,3206.84,0,45.6,18.3,32.0,1.6
C_36854873,1,13,2987.99,0,15.0,6.7,15.0,-4.7
C_7c65c998,1,11,2976.16,1,49.1,22.6,0.0,0.2
C_41f9cbe2,0,14,10777.15,0,12.0,1.7,36.0,-1.3
C_cb418240,1,8,3143.43,2,43.2,16.5,12.0,1.2
C_72dc20bd,0,7,2307.59,0,46.5,0.5,27.0,-4.2
C_4301dbe5,0,9,4444.2,1,41.1,17.0,46.0,-7.2
C_059b02d6,0,10,12170.42,1,91.9,15.9,43.0,-16.0
C_0eaa7216,1,11,299.52,0,74.2,1.0,65.0,-5.1
C_cdd7b6e7,1,8,2609.21,0,37.6,13.9,-8.0,-2.2
C_04cd1374,1,7,6491.63,1,71.3,32.7,30.0,-9.0
C_878edcd0,1,10,368.59,0,105.7,18.9,60.0,-3.5
C_69c305ec,1,12,1318.33,0,31.0,41.6,-7.0,3.7
C_764928e7,1,12,6809.22,0,14.0,13.5,31.0,-2.5
C_9a4af048,1,10,2714.62,0,22.0,17.8,40.0,-7.4
C_03dcb35d,1,9,21181.27,2,73.2,7.2,8.0,2.5
C_f9862c26,1,13,4476.2,0,112.1,14.5,18.0,-1.7
C_56446981,1,10,9324.87,0,89.7,2.2,5.0,-1.9
C_8a3e4128,1,8,8591.86,1,105.0,21.1,42.0,-5.6
C_e9e40473,1,6,1024.54,2,5.0,3.9,-27.0,-10.6
C_59d66245,1,10,2608.4,2,30.8,28.7,16.0,-1.5
C_15d15082,0,10,1680.66,1,20.9,0.5,17.0,-0.8
C_8c9f1e1e,1,13,7908.77,0,79.6,9.0,58.0,-7.3
C_8dcb93d2,1,11,12248.96,0,53.0,9.5,-4.0,-2.1
C_6879b720,1,13,7412.41,0,5.0,0.8,67.0,2.6
C_6457fe77,1,10,3413.49,0,86.6,14.3,54.0,-9.1
C_a398f708,1,6,584.01,0,100.9,6.7,61.0,-0.5
C_7ed112d7,1,5,12795.2,2,130.3,26.0,24.0,-3.6
C_de206bd6,1,13,19498.79,1,65.8,3.9,25.0,2.8
C_37de3061,1,10,5945.39,1,81.7,16.2,15.0,3.5
C_0886b079,1,9,11575.54,1,20.1,11.1,50.0,-2.6
C_c6671c64,0,12,7403.59,3,5.0,9.9,26.0,-3.0
C_3e9c7cf8,1,10,10288.53,0,103.5,12.9,15.0,-4.3
C_5480cda9,1,7,3151.83,0,79.1,19.1,26.0,-9.4
C_2fd4d681,1,13,1583.05,0,103.7,0.5,44.0,-0.6
C_3c92384d,1,15,7768.29,0,51.0,12.5,3.0,-2.6
C_f422241c,0,9,13487.44,0,143.0,3.7,11.0,-7.5
C_94066dc0,0,10,726.94,1,71.0,4.5,69.0,-14.8
C_bcb5f350,1,8,9233.09,1,33.6,14.4,12.0,0.3
C_14f0c47e,1,11,1512.15,0,48.9,23.0,71.0,-5.1
C_1642ca3f,0,14,12070.92,1,5.0,27.5,22.0,1.1
C_15050f2e,1,7,6087.27,0,27.0,6.2,1.0,-11.2
C_262cce7b,0,11,3238.44,2,46.5,0.5,69.0,-2.6
C_c0f24f57,0,8,6091.43,1,114.2,12.7,79.0,-3.2
C_acf01a67,1,12,4188.2,5,57.7,0.5,20.0,-4.3
C_3c968996,0,10,9161.27,0,98.0,16.4,62.0,6.5
C_9fbcc102,0,13,3601.09,2,56.5,3.0,38.0,-2.0
C_940f7130,0,13,2725.15,0,24.1,15.4,39.0,-13.4
C_6079f84c,1,14,13366.3,1,79.1,3.5,43.0,-5.4
C_b0ba9a31,0,13,3350.27,0,30.4,0.5,36.0,-12.7
C_762150f0,1,7,15338.39,0,46.1,0.6,38.0,5.5
C_3c62e553,1,9,2471.92,1,131.1,16.0,35.0,-1.5
C_0c6c8708,1,10,10945.67,1,81.2,0.5,21.0,-4.0
C_051aaad7,1,12,2389.29,1,31.3,17.5,17.0,-11.5
C_93008a64,0,8,3014.36,0,85.6,29.8,6.0,-2.0
C_beb6e33f,1,6,1521.71,1,27.2,28.7,-12.0,3.3
C_635c928c,0,6,8814.5,0,5.0,0.5,33.0,0.5
C_aa9beb0c,0,11,4952.02,0,98.2,0.5,14.0,0.3
C_513ca8c7,1,10,12829.29,2,70.3,16.8,-6.0,5.6
C_051b03f6,1,6,15050.18,0,53.1,1.3,14.0,6.2
C_55b17649,0,7,3281.21,0,5.0,18.2,22.0,-2.4
C_0a3d43c8,0,9,3793.88,0,49.0,0.5,21.0,0.5
C_631a493f,0,10,4133.56,0,66.7,11.3,70.0,7.3
C_bea7050b,1,12,1294.37,0,19.2,21.4,20.0,-9.0
C_6d8cef5f,1,13,12729.5,1,61.5,0.5,71.0,-0.1
C_16bcb3e7,1,8,8922.53,2,114.3,10.8,16.0,-9.1
C_0495f2eb,1,17,1184.81,3,67.9,10.7,47.0,-5.2
C_74d7ac55,0,14,4922.28,0,80.5,18.1,10.0,5.0
C_3bd7299d,0,13,14830.14,1,44.6,5.3,78.0,-8.1
C_81c7711a,0,7,18356.08,0,23.2,0.5,66.0,3.5
C_dafdfdee,1,6,6815.69,1,40.3,0.5,54.0,-6.6
C_c7de4542,1,7,13614.97,1,96.9,25.3,84.0,3.6
C_f99b13a4,1,10,7081.01,1,56.6,20.3,57.0,5.8
C_2763e58c,0,15,11543.24,1,52.9,11.8,46.0,-8.4
C_b7c9b231,0,10,6572.43,1,42.3,11.5,1.0,0.8
C_49462233,0,8,10085.6,1,15.5,16.3,-24.0,3.7
C_89c461cf,1,9,7499.46,3,107.9,21.7,3.0,-5.6
C_133d39ee,1,10,3642.52,1,52.7,0.5,-7.0,0.4
C_a5741a86,1,10,1203.67,0,41.4,0.5,15.0,-10.2
C_0cff8751,1,7,2751.93,0,62.8,0.5,62.0,10.1
C_fb32f919,1,11,12457.9,0,41.5,8.5,8.0,-7.5
C_b9988851,0,8,361.19,1,71.0,13.8,23.0,-4.7
C_6095edd8,0,11,8191.32,0,36.0,22.1,36.0,-3.8
C_f3b4adde,1,19,7125.85,2,64.3,0.5,37.0,-2.5
C_69f1e97a,0,6,16103.38,1,58.2,0.5,20.0,-0.3
C_3e8687b9,1,10,4708.24,2,124.9,13.3,65.0,-0.4
C_11b4f8fe,0,14,7283.31,0,126.9,14.5,36.0,-9.7
C_b2b4b2a1,1,13,9528.09,2,87.6,10.0,39.0,-10.5
C_7dc58a04,1,5,19966.39,1,56.9,0.7,97.0,7.2
C_842700fe,0,10,9986.68,1,88.1,5.0,78.0,3.9
C_73bc1d12,1,7,513.63,1,87.0,10.6,35.0,-10.8
C_68a77035,0,10,2573.62,0,43.5,0.5,49.0,-0.6
C_ae989833,0,9,1670.78,3,5.0,3.5,12.0,1.9
C_96fc4f89,1,10,19023.18,2,5.0,0.5,-17.0,9.4
C_3e6d5533,0,12,2708.71,1,55.8,17.0,52.0,-5.8
C_d52398b4,0,16,361.5,1,42.3,2.9,9.0,3.1
C_f9819b75,1,7,3890.94,0,41.0,0.5,49.0,1.4
C_413e46b7,0,10,2781.65,0,31.8,6.8,89.0,-7.1
C_42fffd76,1,8,15973.55,3,30.3,19.5,-12.0,-5.1
C_71bd1e14,1,10,2101.34,0,82.9,11.8,-22.0,-7.5
C_86c7c267,1,14,13264.5,0,5.0,23.0,12.0,-0.8
C_b5e9bf2c,1,9,5854.64,0,80.6,21.5,55.0,-12.3
C_234408ad,0,12,13449.19,2,50.3,4.5,66.0,-4.3
C_d8f22c78,1,10,16078.33,0,110.4,13.3,55.0,-5.1
C_66da2464,1,11,5593.58,0,69.3,23.0,42.0,-15.3
C_d4107d00,0,7,2794.55,0,5.0,7.2,35.0,-1.1
C_a5ffff71,0,8,5463.25,2,5.0,14.4,38.0,1.1
C_9532df4a,0,9,4336.61,1,20.0,3.0,65.0,-11.7
C_c90ea215,0,16,6598.77,0,69.3,9.7,19.0,-3.0
C_4c7a5dca,1,4,15867.36,0,5.0,9.4,36.0,-11.3
C_41743f70,0,8,6720.5,3,63.9,18.3,6.0,-2.3
C_08c10e0b,1,7,3141.69,1,84.6,8.2,44.0,4.0
C_23086c05,0,10,9472.66,0,41.5,14.2,35.0,-6.0
C_f98e533a,0,11,11293.19,0,28.9,15.8,100.0,-4.8
C_0ef4df41,1,9,10393.36,0,5.0,4.1,-2.0,9.7
C_adf3ee4a,0,8,667.16,2,112.9,8.0,58.0,-7.5
C_a496b375,1,8,1815.7,0,123.9,16.6,22.0,-8.6
C_524ef1bd,1,9,8417.08,0,102.7,30.4,56.0,-3.0
C_4601eaa4,0,10,1387.66,0,50.3,0.5,54.0,11.5
C_109f19e2,1,11,8825.67,0,58.1,17.3,28.0,-1.5
C_e87dc722,1,9,5666.85,1,84.0,24.1,9.0,-6.9
C_3755ad79,1,13,4411.09,1,65.1,13.0,9.0,0.6
C_cb659927,0,12,6009.25,0,5.0,3.0,38.0,1.5
C_7d2c34c5,1,9,738.12,0,92.1,11.5,17.0,0.6
C_729b09b8,1,6,9217.75,1,102.7,2.3,29.0,1.7
C_67150dd7,1,7,225.85,0,97.5,7.0,4.0,2.6
C_ad5b3077,1,7,13437.59,1,75.8,15.9,48.0,-3.8
C_c2b67bb1,1,11,21424.81,1,93.5,11.4,13.0,-3.8
C_54836bac,0,12,9594.7,1,10.5,14.0,25.0,2.0
C_ae4c973c,1,10,15449.82,1,56.7,0.5,68.0,-17.7
C_5084f336,1,10,10045.09,0,36.6,5.9,39.0,-18.6
C_92692fcf,1,11,1260.17,2,110.8,18.1,54.0,-6.6
C_86fa6ddb,0,8,6401.06,0,66.4,0.5,11.0,-5.1
C_35a42821,0,6,19093.25,0,54.4,0.5,42.0,1.2
C_cd56cd4f,1,12,1335.12,1,24.4,8.9,46.0,-5.9
C_a27eac4c,1,12,2275.29,0,22.9,6.8,11.0,4.0
C_1be88be0,0,6,2939.36,1,20.5,19.7,37.0,-2.1
C_39cd91bd,0,7,3477.29,0,86.1,0.5,24.0,-7.7
C_666fd2d2,1,9,2024.3,0,80.9,11.2,42.0,4.6
C_5eec8ce7,1,13,16718.14,1,68.8,25.7,2.0,-1.3
C_dd13369f,0,12,6514.5,1,87.7,15.3,9.0,-10.8
C_79e2d95d,1,13,11802.08,0,31.8,0.5,0.0,1.6
C_fec46d9f,1,11,2909.34,1,5.0,36.3,6.0,1.6
C_ab95a567,1,9,2981.38,0,83.9,6.5,19.0,-10.7
C_d87e2f72,0,9,4165.76,0,58.0,0.5,48.0,-2.4
C_f0393009,0,12,1355.94,0,89.1,20.1,37.0,0.6
C_1eb546e9,1,5,7432.68,1,74.9,3.9,37.0,-13.0
C_6a54824a,1,4,8639.18,1,57.4,30.7,11.0,3.3
C_56a1aa0e,1,10,9222.37,2,67.2,19.2,34.0,-7.1
C_14c8f60b,1,6,5420.71,0,109.3,33.3,66.0,-8.2
C_7034c9bf,1,4,4997.14,0,49.8,1.5,42.0,-4.7
C_cce2900f,1,9,2182.43,0,85.8,24.8,55.0,1.2
C_bccca32c,1,7,7810.26,2,70.8,3.9,22.0,3.0
C_5203a490,1,12,8353.54,2,5.0,15.4,23.0,7.0
C_4bafe801,0,9,3205.21,0,14.0,13.7,48.0,-8.4
C_8024eaef,1,13,11776.21,0,58.6,25.9,12.0,-0.8
C_d527b9a8,1,12,21371.76,1,42.6,20.1,32.0,1.1
C_2e4c2808,0,15,10843.85,0,26.7,7.4,40.0,-0.1
C_3fd5373e,1,10,3860.16,2,97.5,22.9,25.0,-8.9
C_c4d9fcfd,1,16,2784.18,1,7.7,11.1,14.0,-1.5
C_9024c099,1,6,3536.55,3,53.0,18.9,19.0,-1.1
C_62d7244c,1,6,325.14,0,29.4,15.0,1.0,-6.8
C_30603b7a,0,11,6766.79,0,111.9,9.9,42.0,-0.1
C_3650832b,1,9,2969.24,1,148.1,0.5,56.0,-1.7
C_a1b10138,1,10,8227.88,1,49.1,14.0,22.0,-11.1
C_70de1cbd,0,6,6537.21,0,89.7,5.2,100.0,0.8
C_978a4d92,1,9,5148.63,1,104.4,0.5,16.0,-2.3
C_d050b3ea,1,11,1001.81,1,91.5,20.3,16.0,-14.3
C_c79c2a48,0,13,3978.88,0,87.7,5.7,54.0,-4.8
C_4589e29a,0,11,7028.21,0,5.0,0.5,51.0,-2.3
C_ea86c206,0,11,1931.23,2,101.2,12.0,52.0,-7.3
C_76bf31f2,0,10,4027.39,0,72.6,10.5,62.0,-1.1
C_bb0962d6,1,14,17354.8,1,52.0,11.4,12.0,-4.7
C_9b30e4de,1,9,9558.33,4,57.3,11.4,44.0,3.2
C_d8eff931,0,9,4583.93,0,69.0,1.9,0.0,-1.4
C_fdd68ded,0,9,3923.96,0,51.1,8.0,62.0,8.4
C_0dfb2a48,1,7,6062.73,0,47.6,22.4,60.0,-11.7
C_0c1f9078,0,10,4627.24,1,25.8,20.5,61.0,-1.1
C_647c39ec,0,12,9012.08,2,77.9,8.5,34.0,-2.9
C_9de493f9,1,7,8726.6,0,54.3,17.9,61.0,-0.5
C_ff023f13,0,13,7246.55,0,32.2,12.9,39.0,4.9
C_6a1ff8cd,1,16,8154.19,0,63.4,8.7,70.0,-11.6
C_5bc64567,1,7,6841.25,0,61.5,24.5,27.0,0.6
C_8c3613c0,1,6,4542.83,0,77.7,3.1,27.0,-1.0
C_6eae3ca8,1,12,364.68,1,59.0,15.1,46.0,-8.5
C_6304fdb8,1,10,8612.94,0,81.6,0.5,3.0,4.1
C_7313e0bc,1,11,15709.18,0,50.4,15.6,29.0,-2.6
C_bfca6364,0,7,1491.4,1,53.0,5.4,34.0,-7.5
C_56f72c91,0,7,2145.18,0,69.7,8.2,2.0,-0.4
C_f6092d49,0,10,2945.84,3,73.6,9.1,37.0,2.7
C_02737145,1,4,1067.11,1,102.4,0.5,47.0,-1.1
C_ca7ac3ec,1,10,6418.19,1,96.7,0.5,56.0,-5.6
C_a09c7377,1,7,9977.39,0,58.5,20.3,-2.0,-7.8
C_2aad6633,1,8,8074.19,3,10.6,13.0,60.0,-7.9
C_ed277494,1,5,9507.39,0,83.9,26.6,-17.0,1.8
C_17893c48,1,8,7586.55,1,78.5,0.5,12.0,2.7
C_b055b54e,1,10,1854.26,0,67.6,20.5,86.0,-4.5
C_d818d5aa,0,11,5557.77,0,87.1,16.6,39.0,11.0
C_2888c02b,1,9,3995.71,1,47.1,23.6,9.0,-4.4
C_b9ffd107,1,14,8637.46,1,5.0,10.9,1.0,-3.4
C_c0136147,0,10,4012.04,2,29.4,13.1,3.0,-5.4
C_1fb9418c,1,6,13853.39,1,5.0,3.2,11.0,-3.7
C_c88a1c31,1,12,2751.81,0,75.5,9.3,59.0,-3.2
C_f19845a2,1,6,1881.23,2,57.7,7.1,49.0,0.5
C_e0b1e803,0,9,2444.09,0,90.1,0.5,62.0,-4.2
C_3b50ad94,1,5,10148.28,0,86.4,13.4,9.0,0.6
C_bd858fc8,1,10,5207.35,1,42.9,21.4,-15.0,-12.6
C_ab983641,0,6,9436.01,1,31.1,23.8,51.0,-6.7
C_4235feee,0,7,9291.86,2,32.4,3.9,33.0,-4.9
C_7495c198,1,5,9138.95,1,127.0,11.6,15.0,-4.5
C_e0cc1497,0,5,2980.58,0,54.7,10.7,60.0,-14.0
C_cec19657,0,16,2144.38,0,50.4,26.7,67.0,2.4
C_d8bc001d,0,11,712.45,1,70.2,29.9,78.0,-11.8
C_05859383,1,16,2057.51,1,5.0,0.5,9.0,-6.8
C_25146a8f,1,4,11994.05,0,46.1,16.9,66.0,-3.2
C_4fd86e45,0,12,13389.38,1,30.0,17.3,45.0,9.3
C_ef28006e,1,9,2949.76,1,22.7,10.0,19.0,-3.3
C_0debd9af,1,7,3241.03,1,50.8,0.5,65.0,-0.3
C_b6851d68,1,13,61.96,0,61.7,19.1,13.0,-11.9
C_4aa892ad,1,11,5624.31,1,16.1,24.2,19.0,-8.0
C_fab90e63,0,7,6417.65,1,47.2,6.5,58.0,-7.2
C_95e7dad7,0,10,10645.33,0,62.8,24.0,20.0,-6.2
C_9c886beb,1,11,10589.07,0,75.8,12.0,45.0,3.1
C_b6bd00cd,1,8,11114.83,1,50.5,26.2,23.0,-6.3
C_312cc032,0,12,3932.19,0,71.6,26.2,39.0,0.7
C_8ef408f9,0,10,14688.7,0,47.7,11.8,41.0,-7.6
C_aae7662b,1,7,1933.2,0,104.9,16.2,11.0,-4.7
C_2dc04c6f,1,4,12974.69,1,79.0,5.0,40.0,-17.4
C_f17ce39b,0,11,2854.84,2,36.5,0.5,22.0,-3.4
C_2a88a643,1,15,6224.46,0,42.7,14.5,11.0,-3.1
C_fd95700f,1,7,2958.23,0,73.7,0.5,7.0,-4.2
C_1777f5f0,1,11,2694.74,1,41.6,32.9,7.0,8.8
C_186bc1c7,1,10,10078.44,0,5.0,23.4,20.0,-3.4
C_ac3a8ec7,1,7,11172.73,0,70.4,10.5,49.0,-19.3
C_1ae6c268,1,11,5185.0,1,46.6,38.7,1.0,-10.3
C_4f831a0c,1,14,3592.67,2,83.8,5.7,37.0,-3.3
C_0dad8b06,0,15,5306.63,1,61.4,8.1,44.0,-3.5
C_a18dbe6f,1,13,13800.64,1,82.6,8.0,60.0,-7.9
C_4fc97f57,1,8,17200.07,0,148.2,11.4,21.0,-9.1
C_3bc08bbc,0,12,2783.04,0,104.9,8.9,39.0,5.3
C_dce80075,1,12,6619.07,1,47.7,16.6,6.0,2.9
C_4c8c200d,0,16,10882.55,0,74.8,2.0,2.0,3.8
C_0a34939f,1,17,3068.26,1,64.1,13.3,44.0,-6.8
C_b2847dec,1,10,11601.28,2,69.4,6.6,87.0,1.2
C_24fdad04,1,7,6967.51,0,5.1,12.6,52.0,-18.4
C_ccadf902,1,7,1184.11,2,96.9,1.2,5.0,-5.5
C_e39c9a4d,1,9,5407.71,0,5.0,3.4,7.0,-6.3
C_c782fc3e,0,9,14158.37,0,59.4,33.3,50.0,-4.5
C_bff4f917,0,8,3955.92,1,5.0,2.8,53.0,-2.3
C_794f0101,1,3,2243.64,3,35.4,17.2,36.0,-4.0
C_7909025d,0,11,6120.51,0,67.3,6.6,30.0,-9.8
C_a211f6fb,1,6,405.15,0,90.4,1.8,48.0,-7.5
C_778d5a36,1,12,2129.05,1,95.8,12.6,9.0,0.1
C_133b0283,0,17,10739.99,0,53.2,3.3,61.0,-0.9
C_862752d6,1,8,2845.94,1,94.7,17.2,44.0,6.6
C_1b4ac7b7,1,10,15876.26,1,57.8,10.8,15.0,-1.1
C_69820672,1,5,4360.07,0,35.1,25.4,33.0,5.9
C_7130a98c,0,13,21320.4,0,73.1,0.5,100.0,-11.7
C_6f173ef5,1,9,17078.63,2,27.9,14.8,28.0,0.5
C_8dcddec0,0,7,5988.16,0,55.3,15.7,49.0,1.5
C_522077fd,0,22,6533.85,1,43.2,2.0,56.0,-0.1
C_fa8149cf,0,8,4612.03,0,5.7,5.4,40.0,-10.2
C_f5826434,1,7,2292.11,0,71.5,0.5,25.0,-1.1
C_598dad94,0,7,3920.01,1,65.0,0.5,17.0,-5.2
C_36a23e0e,0,11,7037.07,0,100.3,10.8,31.0,0.5
C_889b5b50,0,9,765.5,1,5.0,20.1,31.0,-3.5
C_2971ab1f,1,10,4.34,1,35.0,10.7,67.0,-6.4
C_c6cfbdd3,0,6,3574.25,0,99.5,11.1,75.0,10.7
C_b20a6b8b,0,15,975.64,0,78.5,0.5,80.0,-7.5
C_190d9997,0,14,19547.1,1,85.4,0.5,26.0,-1.3
C_7fe1532c,1,10,1250.0,0,110.8,15.4,61.0,0.3
C_00ac29d0,1,14,8086.17,1,33.2,5.4,42.0,-4.8
C_34df89fb,1,7,6018.66,0,29.8,0.5,8.0,3.8
C_af912ec3,1,6,7469.25,0,90.0,6.6,-2.0,2.2
C_81adf0c7,1,7,8003.62,0,82.2,14.5,27.0,-13.1
C_116b23bd,1,15,11169.53,1,55.6,16.0,31.0,0.7
C_9c0f2fa9,1,5,6865.12,2,54.6,14.0,13.0,7.6
C_aa3999a1,1,9,6574.27,0,26.0,5.0,66.0,-7.6
C_73c5bb01,1,9,5409.34,0,115.2,17.9,72.0,-11.3
C_410f14dd,1,6,4031.08,1,130.9,11.8,30.0,-4.8
C_8dbbe9a2,0,13,1382.59,0,99.1,3.2,73.0,-3.2
C_bda591fc,0,13,4573.92,0,82.9,0.8,46.0,-2.8
C_b52ea535,1,7,6688.87,1,80.6,14.0,-14.0,3.3
C_c9d07440,1,13,7815.15,0,71.6,20.7,-16.0,-7.2
C_967a42b5,1,13,6261.99,1,5.0,17.9,44.0,0.2
C_93da4bf5,0,11,3369.31,1,43.3,13.6,31.0,1.6
C_2762b885,0,11,4600.44,1,88.7,18.3,12.0,-2.4
C_1ca72d4a,1,7,1124.47,3,30.4,35.7,46.0,-6.7
C_3ed98201,0,7,7192.57,0,65.4,14.9,90.0,-9.9
C_229861c3,1,9,3452.1,3,100.5,13.6,37.0,-12.2
C_21010cb4,0,9,6263.93,0,101.1,17.4,24.0,-11.8
C_2a30c8bc,1,9,12005.62,1,92.8,19.5,17.0,-12.7
C_b45f69cd,1,15,34.49,1,69.9,0.5,5.0,6.1
C_93fbfdf7,1,10,9176.87,0,87.9,13.8,55.0,-4.1
C_2a3ba3df,1,8,5232.47,4,51.6,22.0,24.0,9.3
C_71f55dc0,1,12,19148.36,1,119.6,29.5,32.0,-0.8
C_d809bc9e,1,8,3485.9,4,5.0,12.2,25.0,-12.2
C_5ae905a8,0,15,9866.15,0,62.4,7.5,75.0,-4.2
C_dd9a4bea,1,11,5107.47,1,43.5,13.6,-1.0,0.8
C_372c4409,1,7,4718.13,1,83.9,5.6,52.0,-1.1
